AREA,orientation,n,originalPlace,year
159839000000,l,2,tobol'sk,2003
159839000000,k,1,tobol'sk,2009
159839000000,l,1,tobol'sk,2008
159839000000,k,3,tobol'sk,2006
84212600000,k,1,toksovo,2010
177881000000,k,1,tolmachevo,2012
177881000000,k,1,tolmachevo,2007
4348210,k,1,tolstopal'tsevo,2004
4348210,l,2,tolstopal'tsevo,2004
4348210,k,1,tolstopal'tsevo,2003
53541500000,l,1,tol'iatti,2007
53541500000,k,3,tol'iatti,2012
53541500000,l,1,tol'iatti,2003
53541500000,k,5,tol'iatti,2004
45938100000,k,1,tomilino,2012
45938100000,k,1,tomilino,2008
314507000000,l,2,tomsk,2010
314507000000,k,4,tomsk,2008
314507000000,l,1,tomsk,2013
314507000000,k,2,tomsk,2003
95796800000,l,1,tom',2007
95796800000,l,1,tom',2005
95796800000,k,1,tom',2006
84212600000,k,1,torfianovka,2009
84212600000,l,2,tosno,2006
84212600000,k,1,tosno,2010
84212600000,l,1,tosno,2010
84212600000,k,1,tosno,2003
45938100000,l,2,troparevo,2004
45938100000,k,2,troparevo,2007
45938100000,l,1,troparevo,2011
75617300000,l,1,tuapse,2005
75617300000,k,2,tuapse,2003
75617300000,l,1,tuapse,2009
75617300000,k,1,tuapse,2008
168539000000,l,2,tuva,2009
168539000000,k,1,tuva,2010
168539000000,l,2,tuva,2003
168539000000,k,3,tuva,2008
25714300000,l,3,tula,2004
25714300000,k,3,tula,2004
25714300000,l,2,tula,2011
25714300000,k,1,tula,2009
752945000000,k,1,tulun,2008
752945000000,l,1,tulun,2009
752945000000,k,1,tulun,2005
36156700000,l,1,tutaev,2011
36156700000,k,1,tutaev,2008
168539000000,l,1,tyva,2005
168539000000,k,1,tyva,2007
168539000000,l,2,tyva,2012
168539000000,k,7,tyva,2006
362638000000,k,5,tynda,2008
362638000000,l,2,tynda,2005
159839000000,l,1,tiumen',2010
159839000000,k,7,tiumen',2010
159839000000,l,2,tiumen',2005
159839000000,k,5,tiumen',2008
36156700000,l,1,uglich,2008
36156700000,k,1,uglich,2011
36156700000,l,1,uglich,2004
36156700000,k,2,uglich,2003
42104800000,l,5,udmurtiia,2007
42104800000,k,1,udmurtiia,2011
42104800000,k,1,udmurtiia,2009
95796800000,l,1,uzbekistanskii,2007
95796800000,k,1,uzbekistanskii,2007
37242500000,l,1,ul'ianovsk,2010
37242500000,k,4,ul'ianovsk,2010
37242500000,l,1,ul'ianovsk,2012
37242500000,k,3,ul'ianovsk,2007
34920400000,k,2,unecha,2007
677128000000,l,1,urengoi,2010
677128000000,k,1,urengoi,2004
677128000000,l,1,urengoi,2009
677128000000,k,2,urengoi,2008
1444240000,l,1,urup,2005
112861000000,l,1,uriupinsk,2010
112861000000,k,1,uriupinsk,2003
112861000000,l,1,uriupinsk,2005
112861000000,k,1,uriupinsk,2012
417593000000,k,1,usinsk,2003
128003000000,l,1,usol'e,2010
128003000000,k,1,usol'e,2008
128003000000,k,2,usol'e,2005
782666000000,k,2,ussuri,2009
165229000000,l,1,ussuriisk,2008
165229000000,k,1,ussuriisk,2008
165229000000,k,4,ussuriisk,2007
145444000000,l,5,ustiug,2004
145444000000,k,3,ustiug,2006
145444000000,k,1,ustiug,2008
142986000000,l,2,ufa,2011
142986000000,k,1,ufa,2011
142986000000,l,1,ufa,2007
142986000000,k,7,ufa,2008
417593000000,l,1,ukhta,2011
417593000000,k,1,ukhta,2011
417593000000,l,1,ukhta,2009
417593000000,k,1,ukhta,2008
172464000000,k,2,ukhtinskii,2008
172464000000,l,1,ukhtinskii,2009
7784290000,l,1,fisht,2011
7784290000,k,1,fisht,2006
165229000000,l,1,fokino,2011
165229000000,k,1,fokino,2008
45938100000,l,1,fominsk,2012
45938100000,k,1,fominsk,2003
45938100000,l,1,fominsk,2003
45938100000,k,1,fominsk,2005
1404590000,l,1,fontanka,2008
1404590000,k,4,fontanka,2012
1404590000,l,2,fontanka,2003
1404590000,k,1,fontanka,2006
45938100000,l,1,friazino,2012
45938100000,k,1,friazino,2007
45938100000,l,1,friazino,2009
45938100000,k,1,friazino,2003
21633900000,l,1,furmanov,2012
21633900000,k,1,furmanov,2011
21633900000,l,1,furmanov,2008
21633900000,k,1,furmanov,2003
782666000000,l,3,khabarovsk,2010
782666000000,k,3,khabarovsk,2009
782666000000,l,3,khabarovsk,2004
782666000000,k,4,khabarovsk,2012
61652100000,l,2,khakasiia,2009
61652100000,k,2,khakasiia,2011
61652100000,l,2,khakasiia,2007
61652100000,k,1,khakasiia,2010
61652100000,l,1,khakassiia,2007
167141000000,l,1,khar'iaga,2008
167141000000,k,1,khar'iaga,2007
167141000000,k,1,khar'iaga,2006
49932100000,l,1,khasaviurt,2006
49932100000,k,1,khasaviurt,2008
49932100000,l,4,khasaviurt,2005
49932100000,k,1,khasaviurt,2005
4496400000,k,1,khatanga,2003
4496400000,k,1,khatanga,2007
45938100000,l,8,khimki,2012
45938100000,k,14,khimki,2012
45938100000,l,6,khimki,2010
45938100000,k,1,khimki,2010
101141000000,l,1,khoper,2005
101141000000,k,2,khoper,2007
101141000000,l,1,khoper,2006
101141000000,k,1,khoper,2004
45938100000,k,3,khot'kovo,2011
45938100000,l,1,khot'kovo,2010
7998460000,l,1,khurikau,2004
1009120000,l,1,tsao,2008
1009120000,k,6,tsao,2004
1009120000,l,6,tsao,2011
1009120000,k,1,tsao,2008
1009120000,l,1,tsaritsyno,2012
1009120000,k,7,tsaritsyno,2006
1009120000,l,1,tsaritsyno,2004
39695000000,l,1,tssk,2006
39695000000,l,1,tssk,2011
39695000000,k,1,tssk,2004
45938100000,k,1,tsukanovo,2011
45938100000,l,1,tsukanovo,2011
52206800000,l,1,tsusim,2012
52206800000,k,1,tsusim,2010
52206800000,l,1,tsusim,2004
52206800000,k,2,tsusim,2005
709138000000,k,1,chao,2010
709138000000,l,2,chao,2009
709138000000,k,1,chao,2006
53541500000,l,1,chapaevsk,2010
53541500000,k,1,chapaevsk,2004
53541500000,k,1,chapaevsk,2005
88634600000,l,1,chebarkul',2013
88634600000,l,1,chebarkul',2007
88634600000,k,1,chebarkul',2008
18379500000,l,2,cheboksary,2010
18379500000,k,6,cheboksary,2007
18379500000,l,2,cheboksary,2005
18379500000,k,1,cheboksary,2003
12455100000,k,2,chegem,2009
12455100000,l,1,chegem,2006
88634600000,l,4,cheliabinsk,2012
88634600000,k,2,cheliabinsk,2003
88634600000,k,13,cheliabinsk,2008
128003000000,k,1,cherdyn',2004
1009120000,l,1,cheremushki,2004
1009120000,k,5,cheremushki,2009
1009120000,l,2,cheremushki,2010
1009120000,k,2,cheremushki,2007
752945000000,k,1,cheremkhovo,2011
145444000000,l,1,cherepovets,2011
145444000000,k,2,cherepovets,2011
145444000000,l,1,cherepovets,2012
145444000000,k,2,cherepovets,2008
14278500000,l,5,cherkesiia,2010
14278500000,k,2,cherkesiia,2003
14278500000,l,1,cherkesiia,2011
14278500000,k,4,cherkesiia,2011
14278500000,l,3,cherkessk,2004
14278500000,k,1,cherkessk,2010
14278500000,k,1,cherkessk,2004
177881000000,k,3,chernakova,2010
177881000000,l,1,chernakova,2011
165229000000,k,1,chernigovka,2004
45938100000,l,4,chernogolovka,2012
45938100000,k,1,chernogolovka,2004
45938100000,l,1,chernogolovka,2006
45938100000,k,1,chernogolovka,2007
61652100000,k,1,chernogorsk,2004
1009120000,l,1,chernozem'e,2010
1009120000,k,1,chernozem'e,2008
1009120000,l,1,chernozem'e,2006
1009120000,k,26,chernozem'e,2007
1.888,k,1,cherniakhovsk,2009
1.888,l,1,cherniakhovsk,2008
1.888,k,1,cherniakhovsk,2008
19253200000,l,39,chechnia,2004
19253200000,k,19,chechnia,2005
19253200000,l,3,chechnia,2012
19253200000,k,25,chechnia,2004
68035300000,k,1,chistopol',2004
68035300000,l,1,chistopol',2003
68035300000,k,1,chistopol',2009
413018000000,l,3,chita,2007
413018000000,k,1,chita,2004
413018000000,l,7,chita,2006
413018000000,k,3,chita,2009
76790200000,k,1,chkalovsk,2008
18379500000,l,3,chuvashiia,2010
18379500000,k,1,chuvashiia,2005
18379500000,k,6,chuvashiia,2007
55092400000,l,1,chudovo,2012
55092400000,k,1,chudovo,2010
55092400000,l,1,chudovo,2010
55092400000,k,1,chudovo,2004
709138000000,l,2,chukotka,2009
709138000000,k,5,chukotka,2008
709138000000,l,1,chukotka,2011
709138000000,k,2,chukotka,2011
194272000000,l,2,chulkovy,2004
194272000000,k,1,chulkovy,2005
194272000000,l,1,chulkovy,2012
194272000000,k,1,chulkovy,2004
194272000000,l,2,chusovaia,2005
194272000000,k,4,chusovaia,2007
194272000000,l,1,chusovaia,2004
194272000000,k,1,chusovaia,2010
128003000000,l,1,chusovoi,2006
128003000000,k,1,chusovoi,2007
1009120000,l,2,shabolovka,2012
1009120000,k,1,shabolovka,2003
1009120000,l,1,shabolovka,2004
1009120000,k,1,shabolovka,2012
88634600000,k,1,shagol,2008
45938100000,l,1,shatura,2003
45938100000,k,2,shatura,2008
45938100000,l,1,shatura,2010
45938100000,k,1,shatura,2004
752945000000,k,1,shelekhov,2013
752945000000,k,1,shelekhov,2006
76790200000,k,1,shermeneva,2012
76790200000,l,1,shermeneva,2005
76790200000,k,1,shermeneva,2013
169950000000,k,1,shiveluch,2011
169950000000,k,2,shiveluch,2004
413018000000,l,1,shilka,2005
168126000000,k,2,shishov,2006
168126000000,l,1,shishov,2007
1404590000,k,1,shkapina,2005
84212600000,k,2,shlissel'burg,2007
84212600000,l,1,shlissel'burg,2005
21633900000,l,1,shuia,2005
21633900000,k,2,shuia,2008
21633900000,l,1,shuia,2011
25714300000,k,1,shchekina,2005
45938100000,l,1,shchelkovo,2012
45938100000,k,1,shchelkovo,2003
45938100000,l,1,shchelkovo,2008
45938100000,k,1,shchelkovo,2008
19253200000,l,1,ekazhevo,2008
19253200000,k,1,ekazhevo,2008
19253200000,l,3,ekazhevo,2012
45938100000,l,1,elektrogorsk,2011
45938100000,k,1,elektrougli,2013
70525800000,l,3,elista,2004
70525800000,k,1,elista,2009
70525800000,l,1,elista,2012
70525800000,k,1,elista,2006
12455100000,l,2,el'brus,2006
12455100000,k,1,el'brus,2003
12455100000,k,1,el'brus,2013
101141000000,l,2,engel's,2011
101141000000,k,6,engel's,2007
101141000000,l,1,engel's,2013
101141000000,k,1,engel's,2003
1009120000,l,1,iuao,2008
1009120000,k,1,iuao,2003
1009120000,l,1,iuao,2010
1009120000,l,1,iuvao,2008
1009120000,k,1,iuvao,2008
1009120000,l,2,iuvao,2009
1009120000,k,1,iuvao,2004
534822000000,l,1,iugra,2008
534822000000,k,3,iugra,2012
534822000000,l,1,iugra,2010
1009120000,k,2,iuzhnoportovyi,2006
95796800000,k,1,iurga,2006
95796800000,l,1,iurga,2012
45938100000,k,1,iurlovo,2004
45938100000,k,1,iurlovo,2010
60248100000,l,3,iur'evets,2004
60248100000,k,1,iur'evets,2003
60248100000,k,1,iur'evets,2005
1009120000,l,1,iakimanka,2004
1009120000,k,1,iakimanka,2005
1009120000,l,6,iakimanka,2012
1009120000,k,4,iakimanka,2012
3035630000000,l,3,iakutiia,2006
3035630000000,k,2,iakutiia,2010
3035630000000,k,7,iakutiia,2008
3035630000000,l,1,iakutsk,2004
3035630000000,k,2,iakutsk,2011
3035630000000,l,1,iakutsk,2005
3035630000000,k,3,iakutsk,2010
413018000000,l,2,iamaiskii,2007
413018000000,k,2,iamaiskii,2010
413018000000,l,1,iamaiskii,2006
677128000000,l,1,iamal,2005
677128000000,k,4,iamal,2012
677128000000,l,1,iamal,2011
677128000000,k,3,iamal,2010
677128000000,l,1,iamalevropa,2011
76790200000,l,1,iamshchikova,2012
76790200000,k,2,iamshchikova,2010
76790200000,l,1,iamshchikova,2007
76790200000,k,1,iamshchikova,2006
677128000000,l,1,ianao,2012
677128000000,k,1,ianao,2003
677128000000,k,1,ianao,2006
159839000000,k,1,iankovy,2003
36156700000,l,7,iaroslavl',2012
36156700000,k,7,iaroslavl',2010
36156700000,l,1,iaroslavl',2011
36156700000,k,11,iaroslavl',2005
1009120000,l,1,iauza,2006
1009120000,k,2,iauza,2011
1009120000,l,1,iauza,2005
1009120000,k,1,iauza,2009
1009120000,l,2,iauzskii,2007
1009120000,k,2,iauzskii,2006
45938100000,l,1,iakhroma,2006
45938100000,k,2,iakhroma,2006
45938100000,l,1,iakhroma,2003
